T62,2,7.955913355730845,[175],0.692958
T62,3,11.472976835556217,[120;183],36.003333
T62,4,14.519082257289378,[110;167;213],2312.285458
T62,5,17.40369821655166,[95;134;175;214],151080.521708
T42,2,7.84525091896853,[169],0.426125Âµs
T42,3,11.494069390644473,[112;182],28.515833
T42,4,14.465432341137767,[83;130;183],2470.76125
T42,5,17.33994747806333,[75;120;169;210],157185.251125
T52,2,7.850794240900359,[179],0.41591s
T52,3,11.389231201302522,[118;181],28.060875
T52,4,14.442298483727077,[112;167;204],2484.373667
T52,5,17.29806710342079,[91;129;170;205],159039.846416
T22,2,7.543515216401641,[174],0.383083
T22,3,11.16046044590155,[95;174],27.191917
T22,4,14.306798370815985,[61;115;178],2333.669875
T22,5,17.142508952838135,[48;89;131;179],151115.412042
T32,2,7.718929925587214,[185],0.429417
T32,3,11.365793289015222,[110;185],28.214958
T32,4,14.417573664308954,[58;115;185],2509.820667
T32,5,17.301771052816875,[56;114;174;207],156534.801208
